"PMID","First.author","Year","Record.no","Group.ID","Group.name","Vaccinated_cases","Vaccinated_controls","Unvaccinated_cases","Unvaccinated_controls","VE","VE_ll","VE_ul","Severity","Time","Vaccination.type","Variant","Exposed_age","logRR"
35438175,"D. M. Skowronski",2022,390,"C","2*CHAdOx1",334,3019,24790,77553,74,70,77,"Mild infection",97.5,"Primary series viral vector","Delta","Adults",-1.34707364796661
35438175,"D. M. Skowronski",2022,391,"C","2*CHAdOx1",341,3045,24790,77553,72,69,75,"Mild infection",125.5,"Primary series viral vector","Delta","Adults",-1.27296567581289
35438175,"D. M. Skowronski",2022,392,"C","2*CHAdOx1",193,2110,24790,77553,74,70,78,"Mild infection",153.5,"Primary series viral vector","Delta","Adults",-1.34707364796661
35438175,"D. M. Skowronski",2022,394,"D","2*CHAdOx1",2,1482,12691,148143,85,38,96,"Mild infection",20.5,"Primary series viral vector","Delta","Adults",-1.89711998488588
35438175,"D. M. Skowronski",2022,395,"D","2*CHAdOx1",11,2828,12691,148143,88,78,93,"Mild infection",41.5,"Primary series viral vector","Delta","Adults",-2.12026353620009
35438175,"D. M. Skowronski",2022,396,"D","2*CHAdOx1",49,3177,12691,148143,85,80,89,"Mild infection",69.5,"Primary series viral vector","Delta","Adults",-1.89711998488588
35438175,"D. M. Skowronski",2022,397,"D","2*CHAdOx1",121,4208,12691,148143,85,82,87,"Mild infection",97.5,"Primary series viral vector","Delta","Adults",-1.89711998488588
35438175,"D. M. Skowronski",2022,398,"D","2*CHAdOx1",148,4460,12691,148143,76,72,80,"Mild infection",125.5,"Primary series viral vector","Delta","Adults",-1.42711635564015
35438175,"D. M. Skowronski",2022,399,"D","2*CHAdOx1",144,4063,12691,148143,72,67,77,"Mild infection",153.5,"Primary series viral vector","Delta","Adults",-1.27296567581289
35438175,"D. M. Skowronski",2022,401,"C0","2*CHAdOx1",3,1178,2402,77553,89,67,97,"Severe",41.5,"Primary series viral vector","Delta","Adults",-2.20727491318972
35438175,"D. M. Skowronski",2022,402,"C0","2*CHAdOx1",7,2281,2402,77553,94,88,97,"Severe",69.5,"Primary series viral vector","Delta","Adults",-2.81341071676004
35438175,"D. M. Skowronski",2022,403,"C0","2*CHAdOx1",9,3019,2402,77553,95,91,98,"Severe",97.5,"Primary series viral vector","Delta","Adults",-2.99573227355399
35438175,"D. M. Skowronski",2022,404,"C0","2*CHAdOx1",7,3045,2402,77553,97,93,98,"Severe",125.5,"Primary series viral vector","Delta","Adults",-3.50655789731998
35438175,"D. M. Skowronski",2022,405,"C0","2*CHAdOx1",6,2110,2402,77553,96,90,98,"Severe",153.5,"Primary series viral vector","Delta","Adults",-3.2188758248682
35438175,"D. M. Skowronski",2022,407,"D0","2*CHAdOx1",1,2937,869,88449,98,88,100,"Severe",69.5,"Primary series viral vector","Delta","Adults",-3.91202300542815
35438175,"D. M. Skowronski",2022,408,"D0","2*CHAdOx1",5,4207,869,88449,97,94,99,"Severe",97.5,"Primary series viral vector","Delta","Adults",-3.50655789731998
35438175,"D. M. Skowronski",2022,409,"D0","2*CHAdOx1",7,4458,869,88449,96,90,98,"Severe",125.5,"Primary series viral vector","Delta","Adults",-3.2188758248682
35438175,"D. M. Skowronski",2022,410,"D0","2*CHAdOx1",9,4063,869,88449,91,82,95,"Severe",153.5,"Primary series viral vector","Delta","Adults",-2.40794560865187
36329239,"T. Homan",2022,1,"A","2*mRNA",2487,333796.7,138441,1685329.2,91.41,91.05,91.75,"Mild infection",59.5,"2*mRNA","Mixture of variants","All",-2.45457144999193
36329239,"T. Homan",2022,2,"A","2*mRNA",3030,331170.6,138441,1685329.2,89.58,89.19,89.96,"Mild infection",119.5,"2*mRNA","Mixture of variants","All",-2.26144314966287
36329239,"T. Homan",2022,3,"A","2*mRNA",2305,185508,138441,1685329.2,85.42,84.8,86.02,"Mild infection",179.5,"2*mRNA","Mixture of variants","All",-1.92551945940758
36329239,"T. Homan",2022,6,"A1","2*mRNA",124,333801.2,11253,1685479.3,94.62,93.57,95.5,"Severe",59.5,"2*mRNA","Mixture of variants","All",-2.9224818118144
36329239,"T. Homan",2022,7,"A1","2*mRNA",127,331173.8,11253,1685479.3,95.01,94.04,95.82,"Severe",119.5,"2*mRNA","Mixture of variants","All",-2.99773427622467
36329239,"T. Homan",2022,8,"A1","2*mRNA",175,185510.3,11253,1685479.3,91.21,89.77,92.45,"Severe",179.5,"2*mRNA","Mixture of variants","All",-2.431555474291
36329239,"T. Homan",2022,11,"A2","2*mRNA",43,333798.5,3258,1685497.9,92.26,89.48,94.3,"Death",59.5,"2*mRNA","Mixture of variants","All",-2.55876849838646
36329239,"T. Homan",2022,12,"A2","2*mRNA",36,331172.3,3258,1685497.9,94.32,92.08,95.93,"Death",119.5,"2*mRNA","Mixture of variants","All",-2.86821895325503
36329239,"T. Homan",2022,13,"A2","2*mRNA",50,185509.6,3258,1685497.9,91.24,88.35,93.41,"Death",179.5,"2*mRNA","Mixture of variants","All",-2.43497428103979
36329239,"T. Homan",2022,15,"B","Primary series non-replicating viral vector",2923,395572.3,138428,1685329.19,91.22,90.35,92.02,"Mild infection",59.5,"Primary series viral vector","Mixture of variants","All",-2.43269377834107
36329239,"T. Homan",2022,16,"B","Primary series non-replicating viral vector",4113,399948.4,138428,1685329.19,80.68,79.48,81.82,"Mild infection",119.5,"Primary series viral vector","Mixture of variants","All",-1.64402935720372
36329239,"T. Homan",2022,17,"B","Primary series non-replicating viral vector",3419,223915,138428,1685329.19,66.29,64.22,68.24,"Mild infection",179.5,"Primary series viral vector","Mixture of variants","All",-1.08737565674212
36329239,"T. Homan",2022,19,"B1","Primary series non-replicating viral vector",147,395577.6,11253,1685479.31,96.2,94.28,97.48,"Severe",59.5,"Primary series viral vector","Mixture of variants","All",-3.27016911925575
36329239,"T. Homan",2022,20,"B1","Primary series non-replicating viral vector",164,399952.1,11253,1685479.31,94.61,92.54,96.1,"Severe",119.5,"Primary series viral vector","Mixture of variants","All",-2.92062480106718
36329239,"T. Homan",2022,21,"B1","Primary series non-replicating viral vector",197,223917.5,11253,1685479.31,93.02,89.38,95.41,"Severe",179.5,"Primary series viral vector","Mixture of variants","All",-2.66212126921381
36329239,"T. Homan",2022,23,"B2","Primary series non-replicating viral vector",44,395574.1,3258,1685482.3,99.27,94.81,99.9,"Death",59.5,"Primary series viral vector","Mixture of variants","All",-4.91988093082778
36329239,"T. Homan",2022,24,"B2","Primary series non-replicating viral vector",39,399950.3,3258,1685482.3,98.1,94.09,99.39,"Death",119.5,"Primary series viral vector","Mixture of variants","All",-3.9633162998157
36329239,"T. Homan",2022,25,"B2","Primary series non-replicating viral vector",52,223916.6,3258,1685482.3,96.3,85.17,99.08,"Death",179.5,"Primary series viral vector","Mixture of variants","All",-3.29683736633791
35880469,"C. Mazagatos",2022,1,"A","2*mRNA(20-59y)",11,29,295,36,95,82,98,"Severe",51.5,"2*mRNA","Mixture of variants","Adults",-2.99573227355399
35880469,"C. Mazagatos",2022,2,"A","2*mRNA(20-59y)",6,4,295,36,73,-81,96,"Severe",119.5,"2*mRNA","Mixture of variants","Adults",-1.30933331998376
35880469,"C. Mazagatos",2022,3,"A","2*mRNA(20-59y)",5,6,295,36,91,50,98,"Severe",150,"2*mRNA","Mixture of variants","Adults",-2.40794560865187
35880469,"C. Mazagatos",2022,4,"B","2*mRNA(60-69y)",6,21,101,25,97,87,99,"Severe",51.5,"2*mRNA","Mixture of variants","Elderly",-3.50655789731998
35880469,"C. Mazagatos",2022,5,"B","2*mRNA(60-69y)",3,9,101,25,92,2,99,"Severe",119.5,"2*mRNA","Mixture of variants","Elderly",-2.52572864430826
35880469,"C. Mazagatos",2022,6,"B","2*mRNA(60-69y)",2,4,101,25,96,47,100,"Severe",150,"2*mRNA","Mixture of variants","Elderly",-3.2188758248682
35880469,"C. Mazagatos",2022,7,"C","2*mRNA(70-79y)",21,63,80,36,98,90,100,"Severe",51.5,"2*mRNA","Mixture of variants","Elderly",-3.91202300542815
35880469,"C. Mazagatos",2022,8,"C","2*mRNA(70-79y)",11,40,80,36,98,85,100,"Severe",119.5,"2*mRNA","Mixture of variants","Elderly",-3.91202300542815
35880469,"C. Mazagatos",2022,9,"C","2*mRNA(70-79y)",9,4,80,36,91,24,99,"Severe",150,"2*mRNA","Mixture of variants","Elderly",-2.40794560865187
35880469,"C. Mazagatos",2022,10,"D","2*mRNA(>=80y)",38,126,335,94,86,70,94,"Severe",51.5,"2*mRNA","Mixture of variants","Elderly",-1.96611285637283
35880469,"C. Mazagatos",2022,11,"D","2*mRNA(>=80y)",81,91,335,94,69,20,88,"Severe",119.5,"2*mRNA","Mixture of variants","Elderly",-1.17118298150294
35880469,"C. Mazagatos",2022,12,"D","2*mRNA(>=80y)",56,43,335,94,48,-51,82,"Severe",150,"2*mRNA","Mixture of variants","Elderly",-0.653926467406664
35507482,"G. Gray",2022,5,"B","2*BNT162b2",3,1870,1463,68783,88,62,96,"Severe",20.5,"2*mRNA","Omicron","Adults",-2.12026353620009
35507482,"G. Gray",2022,6,"B","2*BNT162b2",120,26846,1463,68783,70,64,76,"Severe",57.5,"2*mRNA","Omicron","Adults",-1.20397280432594
35507482,"G. Gray",2022,7,"B","2*BNT162b2",492,41455,1463,68783,71,68,74,"Severe",117.5,"2*mRNA","Omicron","Adults",-1.23787435600162
35507482,"G. Gray",2022,8,"B","2*BNT162b2",481,13250,1463,68783,67,63,71,"Severe",177.5,"2*mRNA","Omicron","Adults",-1.10866262452161
35507482,"G. Gray",2022,9,"B1","2*BNT162b2",31,26935,449,68783,70,56,79,"Severe",57.5,"2*mRNA","Omicron","Adults",-1.20397280432594
35507482,"G. Gray",2022,10,"B1","2*BNT162b2",169,41778,449,68783,73,67,77,"Severe",117.5,"2*mRNA","Omicron","Adults",-1.30933331998376
35507482,"G. Gray",2022,11,"B1","2*BNT162b2",188,13543,449,68783,71,65,76,"Severe",177.5,"2*mRNA","Omicron","Adults",-1.23787435600162
35157002,"A. Britton",2022,1,"A","2*BNT162b2",654,9472,276336,570557,88,87,89,"Mild infection",22,"2*mRNA","Delta","Adults",-2.12026353620009
35157002,"A. Britton",2022,2,"A","2*BNT162b2",2000,18420,276336,570557,81,80,82,"Mild infection",45.5,"2*mRNA","Delta","Adults",-1.66073120682165
35157002,"A. Britton",2022,3,"A","2*BNT162b2",5103,37202,276336,570557,76,75,76,"Mild infection",75.5,"2*mRNA","Delta","Adults",-1.42711635564015
35157002,"A. Britton",2022,4,"A","2*BNT162b2",12337,81623,276336,570557,74,73,74,"Mild infection",105.5,"2*mRNA","Delta","Adults",-1.34707364796661
35157002,"A. Britton",2022,5,"A","2*BNT162b2",16250,100056,276336,570557,72,71,72,"Mild infection",135.5,"2*mRNA","Delta","Adults",-1.27296567581289
35157002,"A. Britton",2022,6,"A","2*BNT162b2",13595,78034,276336,570557,69,69,70,"Mild infection",165.5,"2*mRNA","Delta","Adults",-1.17118298150294
35157002,"A. Britton",2022,11,"B","2*BNT162b2",35,2354,276336,570557,93,90,95,"Mild infection",22,"2*mRNA","Mixture of variants","Adults",-2.65926003693278
35157002,"A. Britton",2022,12,"B","2*BNT162b2",235,8152,276336,570557,86,84,88,"Mild infection",45.5,"2*mRNA","Mixture of variants","Adults",-1.96611285637283
35157002,"A. Britton",2022,13,"B","2*BNT162b2",686,12173,276336,570557,78,76,80,"Mild infection",75.5,"2*mRNA","Mixture of variants","Adults",-1.51412773262978
35157002,"A. Britton",2022,14,"B","2*BNT162b2",545,6904,276336,570557,72,69,74,"Mild infection",105.5,"2*mRNA","Mixture of variants","Adults",-1.27296567581289
35157002,"A. Britton",2022,15,"B","2*BNT162b2",244,3245,276336,570557,73,69,76,"Mild infection",135.5,"2*mRNA","Mixture of variants","Adults",-1.30933331998376
35157002,"A. Britton",2022,16,"B","2*BNT162b2",171,1579,276336,570557,63,56,68,"Mild infection",165.5,"2*mRNA","Mixture of variants","Adults",-0.994252273343867
35157002,"A. Britton",2022,18,"C","2*BNT162b2",84,3724,276336,570557,93,92,95,"Mild infection",22,"2*mRNA","Mixture of variants","Adults",-2.65926003693278
35157002,"A. Britton",2022,19,"C","2*BNT162b2",160,4039,276336,570557,88,86,90,"Mild infection",45.5,"2*mRNA","Mixture of variants","Adults",-2.12026353620009
35157002,"A. Britton",2022,20,"C","2*BNT162b2",130,1991,276336,570557,82,78,85,"Mild infection",75.5,"2*mRNA","Mixture of variants","Adults",-1.71479842809193
35157002,"A. Britton",2022,21,"C","2*BNT162b2",51,864,276336,570557,81,75,86,"Mild infection",105.5,"2*mRNA","Mixture of variants","Adults",-1.66073120682165
35157002,"A. Britton",2022,22,"C","2*BNT162b2",1,145,276336,570557,97,81,100,"Mild infection",135.5,"2*mRNA","Mixture of variants","Adults",-3.50655789731998
35157002,"A. Britton",2022,23,"D","2*mRNA-1273",34,2570,276336,570557,96,95,97,"Mild infection",22,"2*mRNA","Mixture of variants","Adults",-3.2188758248682
35157002,"A. Britton",2022,24,"D","2*mRNA-1273",66,3600,276336,570557,95,94,96,"Mild infection",45.5,"2*mRNA","Mixture of variants","Adults",-2.99573227355399
35157002,"A. Britton",2022,25,"D","2*mRNA-1273",58,2181,276336,570557,92,90,94,"Mild infection",75.5,"2*mRNA","Mixture of variants","Adults",-2.52572864430826
35157002,"A. Britton",2022,26,"D","2*mRNA-1273",14,651,276336,570557,92,87,95,"Mild infection",105.5,"2*mRNA","Mixture of variants","Adults",-2.52572864430826
35157002,"A. Britton",2022,27,"E","2*mRNA-1273",14,1558,276336,570557,95,92,97,"Mild infection",22,"2*mRNA","Mixture of variants","Adults",-2.99573227355399
35157002,"A. Britton",2022,28,"E","2*mRNA-1273",101,5545,276336,570557,92,90,93,"Mild infection",45.5,"2*mRNA","Mixture of variants","Adults",-2.52572864430826
35157002,"A. Britton",2022,29,"E","2*mRNA-1273",231,7044,276336,570557,87,85,89,"Mild infection",75.5,"2*mRNA","Mixture of variants","Adults",-2.04022082852655
35157002,"A. Britton",2022,30,"E","2*mRNA-1273",201,4735,276336,570557,84,81,86,"Mild infection",105.5,"2*mRNA","Mixture of variants","Adults",-1.83258146374831
35157002,"A. Britton",2022,31,"E","2*mRNA-1273",192,3520,276336,570557,80,77,83,"Mild infection",135.5,"2*mRNA","Mixture of variants","Adults",-1.6094379124341
35157002,"A. Britton",2022,32,"E","2*mRNA-1273",79,955,276336,570557,73,66,79,"Mild infection",165.5,"2*mRNA","Mixture of variants","Adults",-1.30933331998376
35157002,"A. Britton",2022,33,"F","2*mRNA-1273",179,3915,276336,570557,92,91,93,"Mild infection",22,"2*mRNA","Delta","Adults",-2.52572864430826
35157002,"A. Britton",2022,34,"F","2*mRNA-1273",679,9863,276336,570557,88,87,89,"Mild infection",45.5,"2*mRNA","Delta","Adults",-2.12026353620009
35157002,"A. Britton",2022,35,"F","2*mRNA-1273",2202,24818,276336,570557,84,84,85,"Mild infection",75.5,"2*mRNA","Delta","Adults",-1.83258146374831
35157002,"A. Britton",2022,36,"F","2*mRNA-1273",5106,52511,276336,570557,83,83,84,"Mild infection",105.5,"2*mRNA","Delta","Adults",-1.77195684193187
35157002,"A. Britton",2022,37,"F","2*mRNA-1273",6792,62674,276336,570557,81,81,81,"Mild infection",135.5,"2*mRNA","Delta","Adults",-1.66073120682165
35157002,"A. Britton",2022,38,"F","2*mRNA-1273",6694,55410,276336,570557,79,78,79,"Mild infection",165.5,"2*mRNA","Delta","Adults",-1.56064774826467
35157002,"A. Britton",2022,43,"G","1*Ad26.COV2.S",179,964,276336,570557,50,42,58,"Mild infection",22,"Primary series viral vector","Mixture of variants","Adults",-0.693147180559945
35157002,"A. Britton",2022,44,"G","1*Ad26.COV2.S",142,1125,276336,570557,61,53,67,"Mild infection",45.5,"Primary series viral vector","Mixture of variants","Adults",-0.941608539858445
35157002,"A. Britton",2022,45,"G","1*Ad26.COV2.S",19,217,276336,570557,69,50,80,"Mild infection",75.5,"Primary series viral vector","Mixture of variants","Adults",-1.17118298150294
35157002,"A. Britton",2022,46,"H","1*Ad26.COV2.S",40,249,276336,570557,29,0,50,"Mild infection",22,"Primary series viral vector","Mixture of variants","Adults",-0.342490308946776
35157002,"A. Britton",2022,47,"H","1*Ad26.COV2.S",75,660,276336,570557,47,32,58,"Mild infection",45.5,"Primary series viral vector","Mixture of variants","Adults",-0.63487827243597
35157002,"A. Britton",2022,48,"H","1*Ad26.COV2.S",157,1698,276336,570557,57,49,64,"Mild infection",75.5,"Primary series viral vector","Mixture of variants","Adults",-0.843970070294529
35157002,"A. Britton",2022,49,"H","1*Ad26.COV2.S",281,1712,276336,570557,42,34,49,"Mild infection",105.5,"Primary series viral vector","Mixture of variants","Adults",-0.544727175441672
35157002,"A. Britton",2022,50,"H","1*Ad26.COV2.S",52,295,276336,570557,48,29,61,"Mild infection",135.5,"Primary series viral vector","Mixture of variants","Adults",-0.653926467406664
35157002,"A. Britton",2022,51,"I","1*Ad26.COV2.S",425,1080,276336,570557,35,27,42,"Mild infection",22,"Primary series viral vector","Delta","Adults",-0.430782916092454
35157002,"A. Britton",2022,52,"I","1*Ad26.COV2.S",851,2348,276336,570557,40,35,45,"Mild infection",45.5,"Primary series viral vector","Delta","Adults",-0.510825623765991
35157002,"A. Britton",2022,53,"I","1*Ad26.COV2.S",1306,3841,276336,570557,43,40,47,"Mild infection",75.5,"Primary series viral vector","Delta","Adults",-0.562118918153541
35157002,"A. Britton",2022,54,"I","1*Ad26.COV2.S",2357,8094,276336,570557,51,48,53,"Mild infection",105.5,"Primary series viral vector","Delta","Adults",-0.713349887877465
35157002,"A. Britton",2022,55,"I","1*Ad26.COV2.S",4045,14917,276336,570557,54,52,55,"Mild infection",135.5,"Primary series viral vector","Delta","Adults",-0.776528789498996
35157002,"A. Britton",2022,56,"I","1*Ad26.COV2.S",3466,13430,276336,570557,54,52,55,"Mild infection",165.5,"Primary series viral vector","Delta","Adults",-0.776528789498996
36335289,"U. Baum",2022,1,"A","2*BNT162b2",33,144412,793,244838,93,89,95,"Severe",52,"2*mRNA","Mixture of variants","Elderly",-2.65926003693278
36335289,"U. Baum",2022,2,"A","2*BNT162b2",210,158116,793,244838,85,82,87,"Severe",135.5,"2*mRNA","Mixture of variants","Elderly",-1.89711998488588
36335289,"U. Baum",2022,8,"D","2*mRNA-1273",5,16589,793,244838,93,82,97,"Severe",52,"2*mRNA","Mixture of variants","Elderly",-2.65926003693278
36335289,"U. Baum",2022,9,"D","2*mRNA-1273",34,17796,793,244838,82,74,87,"Severe",135.5,"2*mRNA","Mixture of variants","Elderly",-1.71479842809193
36335289,"U. Baum",2022,15,"G","2*ChAdOx1",5,8248,793,244838,81,49,93,"Severe",52,"Primary series viral vector","Mixture of variants","Elderly",-1.66073120682165
36335289,"U. Baum",2022,16,"G","2*ChAdOx1",23,9067,793,244838,74,60,83,"Severe",135.5,"Primary series viral vector","Mixture of variants","Elderly",-1.34707364796661
36335289,"U. Baum",2022,21,"A1","2*BNT162b2",2,144413,159,244856,98,92,99,"Severe",52,"2*mRNA","Mixture of variants","Elderly",-3.91202300542815
36335289,"U. Baum",2022,22,"A1","2*BNT162b2",26,158121,159,244856,92,87,95,"Severe",135.5,"2*mRNA","Mixture of variants","Elderly",-2.52572864430826
36335289,"U. Baum",2022,28,"D1","2*mRNA-1273",0,16589,159,244856,99.5,99.5,99.5,"Severe",52,"2*mRNA","Mixture of variants","Elderly",-5.29831736654804
36335289,"U. Baum",2022,29,"D1","2*mRNA-1273",1,17797,159,244856,94.5,79.5,98.5,"Severe",135.5,"2*mRNA","Mixture of variants","Elderly",-2.90042209374967
36335289,"U. Baum",2022,35,"G1","2*ChAdOx1",1,8248,159,244856,78,2,95,"Severe",52,"Primary series viral vector","Mixture of variants","Elderly",-1.51412773262978
36335289,"U. Baum",2022,36,"G1","2*ChAdOx1",5,9067,159,244856,81,52,83,"Severe",135.5,"Primary series viral vector","Mixture of variants","Elderly",-1.66073120682165
36335289,"U. Baum",2022,42,"A2","2*BNT162b2",6,4694,150,11015,90,78,96,"Severe",52,"2*mRNA","Delta","Elderly",-2.30258509299405
36335289,"U. Baum",2022,43,"A2","2*BNT162b2",157,103650,150,11015,89,85,91,"Severe",135.5,"2*mRNA","Delta","Elderly",-2.20727491318972
36335289,"U. Baum",2022,49,"D2","2*mRNA-1273",1,862,150,11015,92,42,99,"Severe",52,"2*mRNA","Delta","Elderly",-2.52572864430826
36335289,"U. Baum",2022,50,"D2","2*mRNA-1273",22,12397,150,11015,88,81,93,"Severe",135.5,"2*mRNA","Delta","Elderly",-2.12026353620009
36335289,"U. Baum",2022,56,"G2","2*ChAdOx1",0,295,150,11015,99.5,99.5,99.5,"Severe",52,"Primary series viral vector","Delta","Elderly",-5.29831736654804
36335289,"U. Baum",2022,57,"G2","2*ChAdOx1",21,8040,150,11015,78.5,66.5,86.5,"Severe",135.5,"Primary series viral vector","Delta","Elderly",-1.53711725085447
36335289,"U. Baum",2022,63,"A3","2*BNT162b2",9,2993,292,8929,91,83,95,"Severe",52,"2*mRNA","Omicron","Elderly",-2.40794560865187
36335289,"U. Baum",2022,64,"A3","2*BNT162b2",28,3323,292,8929,75,62,83,"Severe",135.5,"2*mRNA","Omicron","Elderly",-1.38629436111989
36335289,"U. Baum",2022,70,"D3","2*mRNA-1273",3,485,292,8929,79,43,92,"Severe",52,"2*mRNA","Omicron","Elderly",-1.56064774826467
36335289,"U. Baum",2022,71,"D3","2*mRNA-1273",5,594,292,8929,74,36,89,"Severe",135.5,"2*mRNA","Omicron","Elderly",-1.34707364796661
34619098,"S. Y. Tartof",2021,1,"A","2*BNT162b2(12-15y)",23,5586,8425,106559,91,86,94,"Mild infection",21.5,"2*mRNA","Mixture of variants","Children",-2.40794560865187
34619098,"S. Y. Tartof",2021,2,"A","2*BNT162b2(12-15y)",31,3354,8425,106559,92,88,94,"Mild infection",51.5,"2*mRNA","Mixture of variants","Children",-2.52572864430826
34619098,"S. Y. Tartof",2021,3,"A","2*BNT162b2(12-15y)",4,309,8425,106559,88,68,96,"Mild infection",81.5,"2*mRNA","Mixture of variants","Children",-2.12026353620009
34619098,"S. Y. Tartof",2021,4,"A","2*BNT162b2(12-15y)",1,43,8425,106559,84,-14,98,"Mild infection",111.5,"2*mRNA","Mixture of variants","Children",-1.83258146374831
34619098,"S. Y. Tartof",2021,5,"B","2*BNT162b2(16-44y)",90,31235,82655,597554,89,87,91,"Mild infection",21.5,"2*mRNA","Mixture of variants","All",-2.20727491318972
34619098,"S. Y. Tartof",2021,6,"B","2*BNT162b2(16-44y)",165,28944,82655,597554,84,81,86,"Mild infection",51.5,"2*mRNA","Mixture of variants","All",-1.83258146374831
34619098,"S. Y. Tartof",2021,7,"B","2*BNT162b2(16-44y)",355,23861,82655,597554,78,75,80,"Mild infection",81.5,"2*mRNA","Mixture of variants","All",-1.51412773262978
34619098,"S. Y. Tartof",2021,8,"B","2*BNT162b2(16-44y)",429,14621,82655,597554,68,65,71,"Mild infection",111.5,"2*mRNA","Mixture of variants","All",-1.13943428318837
34619098,"S. Y. Tartof",2021,9,"B","2*BNT162b2(16-44y)",265,6769,82655,597554,57,51,62,"Mild infection",141.5,"2*mRNA","Mixture of variants","All",-0.843970070294529
34619098,"S. Y. Tartof",2021,10,"B","2*BNT162b2(16-44y)",348,4811,82655,597554,39,32,45,"Mild infection",157,"2*mRNA","Mixture of variants","All",-0.49429632181478
34619098,"S. Y. Tartof",2021,11,"C","2*BNT162b2(45-64y)",71,23946,51922,359505,87,84,90,"Mild infection",21.5,"2*mRNA","Mixture of variants","Adults",-2.04022082852655
34619098,"S. Y. Tartof",2021,12,"C","2*BNT162b2(45-64y)",80,22945,51922,359505,85,81,88,"Mild infection",51.5,"2*mRNA","Mixture of variants","Adults",-1.89711998488588
34619098,"S. Y. Tartof",2021,13,"C","2*BNT162b2(45-64y)",201,20600,51922,359505,78,74,81,"Mild infection",81.5,"2*mRNA","Mixture of variants","Adults",-1.51412773262978
34619098,"S. Y. Tartof",2021,14,"C","2*BNT162b2(45-64y)",344,14373,51922,359505,67,63,70,"Mild infection",111.5,"2*mRNA","Mixture of variants","Adults",-1.10866262452161
34619098,"S. Y. Tartof",2021,15,"C","2*BNT162b2(45-64y)",197,6918,51922,359505,61,55,66,"Mild infection",141.5,"2*mRNA","Mixture of variants","Adults",-0.941608539858445
34619098,"S. Y. Tartof",2021,16,"C","2*BNT162b2(45-64y)",216,4718,51922,359505,50,43,57,"Mild infection",157,"2*mRNA","Mixture of variants","Adults",-0.693147180559945
34619098,"S. Y. Tartof",2021,17,"D","2*BNT162b2(>=65y)",43,18145,17278,168143,80,73,85,"Mild infection",21.5,"2*mRNA","Mixture of variants","Elderly",-1.6094379124341
34619098,"S. Y. Tartof",2021,18,"D","2*BNT162b2(>=65y)",34,17868,17278,168143,79,70,85,"Mild infection",51.5,"2*mRNA","Mixture of variants","Elderly",-1.56064774826467
34619098,"S. Y. Tartof",2021,19,"D","2*BNT162b2(>=65y)",34,17377,17278,168143,75,65,83,"Mild infection",81.5,"2*mRNA","Mixture of variants","Elderly",-1.38629436111989
34619098,"S. Y. Tartof",2021,20,"D","2*BNT162b2(>=65y)",101,16485,17278,168143,56,45,65,"Mild infection",111.5,"2*mRNA","Mixture of variants","Elderly",-0.82098055206983
34619098,"S. Y. Tartof",2021,21,"D","2*BNT162b2(>=65y)",255,13120,17278,168143,49,41,57,"Mild infection",141.5,"2*mRNA","Mixture of variants","Elderly",-0.673344553263766
34619098,"S. Y. Tartof",2021,22,"D","2*BNT162b2(>=65y)",127,3810,17278,168143,43,30,54,"Mild infection",157,"2*mRNA","Mixture of variants","Elderly",-0.562118918153541
34619098,"S. Y. Tartof",2021,23,"A1","2*BNT162b2(12-15y)",0,5782,44,110187,99.5,99.5,99.5,"Severe",21.5,"2*mRNA","Mixture of variants","Children",-5.29831736654804
34619098,"S. Y. Tartof",2021,25,"A1","2*BNT162b2(12-15y)",0,320,44,110187,99.5,99.5,99.5,"Severe",81.5,"2*mRNA","Mixture of variants","Children",-5.29831736654804
34619098,"S. Y. Tartof",2021,26,"A1","2*BNT162b2(12-15y)",0,44,44,110187,99.5,99.5,99.5,"Severe",111.5,"2*mRNA","Mixture of variants","Children",-5.29831736654804
34619098,"S. Y. Tartof",2021,27,"B1","2*BNT162b2(16-44y)",8,32742,2239,626720,88,75,94,"Severe",21.5,"2*mRNA","Mixture of variants","All",-2.12026353620009
34619098,"S. Y. Tartof",2021,28,"B1","2*BNT162b2(16-44y)",6,30293,2239,626720,91,80,96,"Severe",51.5,"2*mRNA","Mixture of variants","All",-2.40794560865187
34619098,"S. Y. Tartof",2021,29,"B1","2*BNT162b2(16-44y)",2,24895,2239,626720,98,90,99,"Severe",81.5,"2*mRNA","Mixture of variants","All",-3.91202300542815
34619098,"S. Y. Tartof",2021,30,"B1","2*BNT162b2(16-44y)",4,15185,2239,626720,94,85,98,"Severe",111.5,"2*mRNA","Mixture of variants","All",-2.81341071676004
34619098,"S. Y. Tartof",2021,31,"B1","2*BNT162b2(16-44y)",4,6998,2239,626720,88,67,95,"Severe",141.5,"2*mRNA","Mixture of variants","All",-2.12026353620009
34619098,"S. Y. Tartof",2021,32,"B1","2*BNT162b2(16-44y)",3,4944,2239,626720,90,69,97,"Severe",157,"2*mRNA","Mixture of variants","All",-2.30258509299405
34619098,"S. Y. Tartof",2021,33,"C1","2*BNT162b2(45-64y)",7,25017,4078,374836,91,82,96,"Severe",21.5,"2*mRNA","Mixture of variants","Adults",-2.40794560865187
34619098,"S. Y. Tartof",2021,34,"C1","2*BNT162b2(45-64y)",12,23944,4078,374836,86,75,92,"Severe",51.5,"2*mRNA","Mixture of variants","Adults",-1.96611285637283
